Tree map for parameter file C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\093015-runs\093015-FRPIJE.xml
Species	Type	X	Y	Height	Diam10	Light	Growth	DBH	Crown Radius	Crown Depth	dead
PIJE	Adult	197.43	236.62	--	--	--	--	114.79	--	--	--
PIJE	Adult	266.38	115.77	--	--	--	--	6.05	--	--	--
PIJE	Adult	86.31	212.58	--	--	--	--	68.14	--	--	--
PIJE	Adult	44.62	132.82	--	--	--	--	54.39	--	--	--
PIJE	Adult	268.87	18.14	--	--	--	--	201.37	--	--	--
PIJE	Adult	52.61	170.4	--	--	--	--	2.92	--	--	--
PIJE	Adult	253.72	156.22	--	--	--	--	9.05	--	--	--
PIJE	Adult	212.69	190.48	--	--	--	--	1.79	--	--	--
PIJE	Adult	225.34	63.35	--	--	--	--	13.32	--	--	--
PIJE	Adult	156.14	291.26	--	--	--	--	115.01	--	--	--
PIJE	Adult	67.57	251.61	--	--	--	--	9.1	--	--	--
PIJE	Adult	78.51	299.73	--	--	--	--	485.13	--	--	--
PIJE	Adult	78.47	151.01	--	--	--	--	3.37	--	--	--
PIJE	Adult	242.6	29.18	--	--	--	--	11.94	--	--	--
PIJE	Adult	155.55	230.13	--	--	--	--	35.37	--	--	--
PIJE	Adult	120.38	287.45	--	--	--	--	13.1	--	--	--
PIJE	Adult	38.59	103.16	--	--	--	--	38.33	--	--	--
PIJE	Adult	178.02	56.95	--	--	--	--	9.55	--	--	--
PIJE	Adult	29.59	270.5	--	--	--	--	18.91	--	--	--
PIJE	Adult	235.42	148.44	--	--	--	--	21.93	--	--	--
PIJE	Adult	275.21	235.7	--	--	--	--	2.38	--	--	--
PIJE	Adult	63.89	81.83	--	--	--	--	2.04	--	--	--
PIJE	Adult	161.05	185.93	--	--	--	--	8.44	--	--	--
PIJE	Adult	14.57	241.66	--	--	--	--	4.65	--	--	--
PIJE	Adult	113.22	157.22	--	--	--	--	15.84	--	--	--
PIJE	Adult	217.8	123.92	--	--	--	--	338.91	--	--	--
PIJE	Adult	160.87	250.36	--	--	--	--	103.13	--	--	--
PIJE	Adult	103.15	206.12	--	--	--	--	8.77	--	--	--
PIJE	Adult	68.64	259.93	--	--	--	--	1.5	--	--	--
PIJE	Adult	280.77	202.9	--	--	--	--	8.99	--	--	--
PIJE	Adult	286.92	66.16	--	--	--	--	11.6	--	--	--
PIJE	Adult	140.01	100.4	--	--	--	--	9.07	--	--	--
PIJE	Adult	111.01	277.53	--	--	--	--	11.09	--	--	--
PIJE	Adult	190.88	189.42	--	--	--	--	21.17	--	--	--
PIJE	Adult	82.84	73.26	--	--	--	--	12.26	--	--	--
PIJE	Adult	247.6	182.63	--	--	--	--	4.3	--	--	--
PIJE	Adult	208.15	90.73	--	--	--	--	5.85	--	--	--
PIJE	Adult	8.19	212.48	--	--	--	--	105.02	--	--	--
PIJE	Adult	14.92	180.62	--	--	--	--	15.29	--	--	--
PIJE	Adult	298.07	31.54	--	--	--	--	5.37	--	--	--
PIJE	Adult	54.69	154.8	--	--	--	--	6.0	--	--	--
PIJE	Adult	71.01	101.11	--	--	--	--	25.74	--	--	--
PIJE	Adult	122.84	135.46	--	--	--	--	1.98	--	--	--
PIJE	Adult	216.0	101.64	--	--	--	--	20.2	--	--	--
PIJE	Adult	76.98	159.62	--	--	--	--	147.1	--	--	--
PIJE	Adult	292.51	78.67	--	--	--	--	8.49	--	--	--
PIJE	Adult	222.73	56.22	--	--	--	--	26.84	--	--	--
PIJE	Adult	234.4	260.97	--	--	--	--	23.46	--	--	--
PIJE	Adult	272.39	220.51	--	--	--	--	5.02	--	--	--
PIJE	Adult	216.73	115.31	--	--	--	--	13.59	--	--	--
PIJE	Adult	270.85	255.94	--	--	--	--	52.43	--	--	--
PIJE	Adult	260.22	267.04	--	--	--	--	13.49	--	--	--
PIJE	Adult	201.46	179.56	--	--	--	--	15.01	--	--	--
PIJE	Adult	70.87	142.83	--	--	--	--	5.89	--	--	--
PIJE	Adult	72.2	207.91	--	--	--	--	3.65	--	--	--
PIJE	Adult	45.14	124.97	--	--	--	--	2.97	--	--	--
PIJE	Adult	228.09	279.98	--	--	--	--	118.91	--	--	--
PIJE	Adult	245.78	65.79	--	--	--	--	3.36	--	--	--
PIJE	Adult	132.46	259.56	--	--	--	--	137.11	--	--	--
PIJE	Adult	283.22	63.79	--	--	--	--	100.94	--	--	--
PIJE	Adult	163.43	152.38	--	--	--	--	18.55	--	--	--
PIJE	Adult	48.53	266.56	--	--	--	--	20.18	--	--	--
PIJE	Adult	80.57	164.18	--	--	--	--	19.03	--	--	--
PIJE	Adult	200.6	208.41	--	--	--	--	215.55	--	--	--
PIJE	Adult	61.39	251.75	--	--	--	--	5.46	--	--	--
PIJE	Adult	205.81	172.15	--	--	--	--	2.49	--	--	--
PIJE	Adult	180.53	263.98	--	--	--	--	92.45	--	--	--
PIJE	Adult	12.04	237.16	--	--	--	--	57.85	--	--	--
PIJE	Adult	288.7	17.05	--	--	--	--	23.34	--	--	--
PIJE	Adult	17.87	163.84	--	--	--	--	13.02	--	--	--
PIJE	Adult	63.6	185.23	--	--	--	--	22.14	--	--	--
PIJE	Adult	207.15	295.5	--	--	--	--	47.04	--	--	--
PIJE	Adult	222.93	114.66	--	--	--	--	6.4	--	--	--
PIJE	Adult	268.12	146.44	--	--	--	--	17.36	--	--	--
PIJE	Adult	79.64	218.49	--	--	--	--	21.33	--	--	--
PIJE	Adult	199.03	141.02	--	--	--	--	10.05	--	--	--
PIJE	Adult	156.18	249.59	--	--	--	--	40.21	--	--	--
PIJE	Adult	9.65	193.0	--	--	--	--	16.27	--	--	--
PIJE	Adult	185.65	227.96	--	--	--	--	83.76	--	--	--
PIJE	Adult	249.81	223.34	--	--	--	--	134.35	--	--	--
PIJE	Adult	118.21	109.25	--	--	--	--	11.85	--	--	--
PIJE	Adult	129.42	252.44	--	--	--	--	61.95	--	--	--
PIJE	Adult	183.03	75.66	--	--	--	--	2.21	--	--	--
PIJE	Adult	141.13	242.23	--	--	--	--	44.77	--	--	--
PIJE	Adult	286.3	221.51	--	--	--	--	39.36	--	--	--
PIJE	Adult	153.34	221.26	--	--	--	--	5.71	--	--	--
PIJE	Adult	238.48	6.72	--	--	--	--	2.45	--	--	--
PIJE	Adult	247.51	31.03	--	--	--	--	13.52	--	--	--
PIJE	Adult	155.68	56.99	--	--	--	--	48.21	--	--	--
PIJE	Adult	34.26	233.57	--	--	--	--	24.46	--	--	--
PIJE	Adult	210.35	80.64	--	--	--	--	22.89	--	--	--
PIJE	Adult	220.45	66.4	--	--	--	--	17.51	--	--	--
PIJE	Adult	182.48	169.47	--	--	--	--	55.48	--	--	--
PIJE	Adult	238.83	81.9	--	--	--	--	30.27	--	--	--
PIJE	Adult	13.87	212.68	--	--	--	--	3.64	--	--	--
PIJE	Adult	183.75	60.97	--	--	--	--	5.75	--	--	--
PIJE	Adult	276.61	255.86	--	--	--	--	29.95	--	--	--
PIJE	Adult	232.47	285.27	--	--	--	--	3.78	--	--	--
PIJE	Adult	37.53	155.99	--	--	--	--	35.07	--	--	--
PIJE	Adult	202.92	94.92	--	--	--	--	47.16	--	--	--
PIJE	Adult	242.99	279.28	--	--	--	--	47.53	--	--	--
PIJE	Adult	39.82	210.32	--	--	--	--	41.89	--	--	--
PIJE	Adult	273.95	21.65	--	--	--	--	12.82	--	--	--
PIJE	Adult	181.95	82.95	--	--	--	--	7.1	--	--	--
PIJE	Adult	37.09	200.52	--	--	--	--	3.26	--	--	--
PIJE	Adult	150.79	76.58	--	--	--	--	12.53	--	--	--
PIJE	Adult	213.85	291.0	--	--	--	--	64.5	--	--	--
PIJE	Adult	82.44	248.8	--	--	--	--	13.38	--	--	--
PIJE	Adult	106.51	231.13	--	--	--	--	7.34	--	--	--
PIJE	Adult	283.77	100.34	--	--	--	--	1.32	--	--	--
PIJE	Adult	144.15	257.69	--	--	--	--	128.74	--	--	--
PIJE	Adult	105.3	176.14	--	--	--	--	59.69	--	--	--
PIJE	Adult	68.55	175.9	--	--	--	--	15.97	--	--	--
PIJE	Adult	103.99	298.36	--	--	--	--	48.59	--	--	--
PIJE	Adult	265.66	139.85	--	--	--	--	21.52	--	--	--
PIJE	Adult	207.5	264.14	--	--	--	--	2.68	--	--	--
PIJE	Adult	29.36	155.9	--	--	--	--	10.03	--	--	--
PIJE	Adult	110.18	244.12	--	--	--	--	12.4	--	--	--
PIJE	Adult	139.58	216.38	--	--	--	--	48.76	--	--	--
PIJE	Adult	142.88	261.37	--	--	--	--	10.12	--	--	--
PIJE	Adult	243.59	227.93	--	--	--	--	2.31	--	--	--
PIJE	Adult	209.74	148.99	--	--	--	--	1.5	--	--	--
PIJE	Adult	159.29	220.52	--	--	--	--	6.86	--	--	--
PIJE	Adult	175.91	73.72	--	--	--	--	9.22	--	--	--
PIJE	Adult	105.05	140.36	--	--	--	--	3.85	--	--	--
PIJE	Adult	204.86	8.71	--	--	--	--	14.86	--	--	--
PIJE	Adult	202.69	39.75	--	--	--	--	13.54	--	--	--
PIJE	Adult	148.12	59.33	--	--	--	--	3.62	--	--	--
PIJE	Adult	36.56	110.06	--	--	--	--	93.08	--	--	--
PIJE	Adult	223.13	116.56	--	--	--	--	12.86	--	--	--
PIJE	Adult	90.91	104.77	--	--	--	--	59.44	--	--	--
PIJE	Adult	235.96	296.8	--	--	--	--	10.88	--	--	--
PIJE	Adult	134.65	62.77	--	--	--	--	131.42	--	--	--
PIJE	Adult	137.53	216.86	--	--	--	--	3.05	--	--	--
PIJE	Adult	185.92	207.67	--	--	--	--	37.74	--	--	--
PIJE	Adult	0.82	283.61	--	--	--	--	43.83	--	--	--
PIJE	Adult	43.09	73.56	--	--	--	--	65.22	--	--	--
PIJE	Adult	203.62	135.12	--	--	--	--	29.75	--	--	--
PIJE	Adult	215.66	183.61	--	--	--	--	1.02	--	--	--
PIJE	Adult	211.7	30.94	--	--	--	--	6.35	--	--	--
PIJE	Adult	267.36	148.11	--	--	--	--	4.11	--	--	--
PIJE	Adult	249.55	93.26	--	--	--	--	36.14	--	--	--
PIJE	Adult	38.54	117.44	--	--	--	--	0.63	--	--	--
PIJE	Adult	226.25	22.36	--	--	--	--	24.88	--	--	--
PIJE	Adult	29.93	201.63	--	--	--	--	19.57	--	--	--
PIJE	Adult	220.48	117.64	--	--	--	--	14.39	--	--	--
PIJE	Adult	144.03	124.51	--	--	--	--	33.13	--	--	--
PIJE	Adult	296.43	8.19	--	--	--	--	59.02	--	--	--
PIJE	Adult	235.62	238.55	--	--	--	--	7.16	--	--	--
PIJE	Adult	104.29	150.6	--	--	--	--	6.38	--	--	--
PIJE	Adult	94.62	79.5	--	--	--	--	6.64	--	--	--
PIJE	Adult	28.48	206.66	--	--	--	--	12.09	--	--	--
PIJE	Adult	16.24	298.86	--	--	--	--	29.71	--	--	--
PIJE	Adult	238.69	143.83	--	--	--	--	18.07	--	--	--
PIJE	Adult	213.69	287.9	--	--	--	--	76.16	--	--	--
PIJE	Adult	226.96	225.03	--	--	--	--	5.96	--	--	--
PIJE	Adult	170.36	110.81	--	--	--	--	7.46	--	--	--
PIJE	Adult	261.51	6.66	--	--	--	--	6.81	--	--	--
PIJE	Adult	50.82	256.62	--	--	--	--	5.51	--	--	--
PIJE	Adult	29.87	93.61	--	--	--	--	4.89	--	--	--
PIJE	Adult	34.51	54.88	--	--	--	--	23.33	--	--	--
PIJE	Adult	178.4	121.36	--	--	--	--	25.45	--	--	--
PIJE	Adult	263.28	58.23	--	--	--	--	8.87	--	--	--
PIJE	Adult	238.21	256.52	--	--	--	--	23.04	--	--	--
PIJE	Adult	70.5	122.75	--	--	--	--	29.74	--	--	--
PIJE	Adult	92.75	201.24	--	--	--	--	6.96	--	--	--
PIJE	Adult	231.06	232.72	--	--	--	--	20.72	--	--	--
PIJE	Adult	101.3	74.8	--	--	--	--	6.4	--	--	--
PIJE	Adult	201.18	112.8	--	--	--	--	65.71	--	--	--
PIJE	Adult	155.74	271.39	--	--	--	--	6.69	--	--	--
PIJE	Adult	225.31	259.49	--	--	--	--	9.03	--	--	--
PIJE	Adult	204.6	159.69	--	--	--	--	8.04	--	--	--
PIJE	Adult	160.6	260.7	--	--	--	--	3.93	--	--	--
PIJE	Adult	143.31	285.47	--	--	--	--	7.66	--	--	--
PIJE	Adult	243.45	218.21	--	--	--	--	1.58	--	--	--
PIJE	Adult	33.28	296.38	--	--	--	--	1.49	--	--	--
PIJE	Adult	66.12	100.54	--	--	--	--	1.06	--	--	--
PIJE	Adult	90.36	50.4	--	--	--	--	12.38	--	--	--
PIJE	Adult	165.2	115.96	--	--	--	--	21.45	--	--	--
PIJE	Adult	227.5	178.59	--	--	--	--	5.51	--	--	--
PIJE	Adult	44.27	207.73	--	--	--	--	32.07	--	--	--
PIJE	Adult	110.93	221.21	--	--	--	--	6.88	--	--	--
PIJE	Adult	272.27	19.59	--	--	--	--	14.59	--	--	--
PIJE	Adult	27.21	186.62	--	--	--	--	236.07	--	--	--
PIJE	Adult	73.48	226.01	--	--	--	--	25.03	--	--	--
PIJE	Adult	258.76	6.3	--	--	--	--	2.25	--	--	--
PIJE	Adult	204.35	122.07	--	--	--	--	62.66	--	--	--
PIJE	Adult	13.79	170.77	--	--	--	--	12.36	--	--	--
PIJE	Adult	141.8	150.58	--	--	--	--	2.34	--	--	--
PIJE	Adult	280.4	133.34	--	--	--	--	10.21	--	--	--
PIJE	Adult	154.53	63.26	--	--	--	--	33.87	--	--	--
PIJE	Adult	284.56	128.57	--	--	--	--	9.22	--	--	--
PIJE	Adult	142.69	126.56	--	--	--	--	130.95	--	--	--
PIJE	Adult	221.75	5.52	--	--	--	--	22.83	--	--	--
PIJE	Adult	274.34	284.58	--	--	--	--	0.7	--	--	--
PIJE	Adult	9.49	74.65	--	--	--	--	72.92	--	--	--
PIJE	Adult	236.77	6.14	--	--	--	--	6.46	--	--	--
PIJE	Adult	103.37	186.18	--	--	--	--	26.59	--	--	--
PIJE	Adult	97.27	216.24	--	--	--	--	1.56	--	--	--
PIJE	Adult	133.91	179.52	--	--	--	--	145.24	--	--	--
PIJE	Adult	267.1	85.91	--	--	--	--	19.01	--	--	--
PIJE	Adult	226.04	260.86	--	--	--	--	17.5	--	--	--
PIJE	Adult	37.5	174.52	--	--	--	--	26.6	--	--	--
PIJE	Adult	97.16	106.03	--	--	--	--	3.52	--	--	--
PIJE	Adult	259.84	121.17	--	--	--	--	26.56	--	--	--
PIJE	Adult	133.87	253.54	--	--	--	--	22.02	--	--	--
PIJE	Adult	251.32	240.59	--	--	--	--	25.42	--	--	--
PIJE	Adult	119.5	248.82	--	--	--	--	26.4	--	--	--
PIJE	Adult	149.98	296.07	--	--	--	--	64.2	--	--	--
PIJE	Adult	143.01	280.81	--	--	--	--	1.28	--	--	--
PIJE	Adult	98.51	110.96	--	--	--	--	41.15	--	--	--
PIJE	Adult	242.75	298.88	--	--	--	--	9.04	--	--	--
PIJE	Adult	131.62	187.06	--	--	--	--	3.68	--	--	--
PIJE	Adult	11.14	121.06	--	--	--	--	11.45	--	--	--
PIJE	Adult	236.94	90.27	--	--	--	--	9.32	--	--	--
PIJE	Adult	177.48	166.68	--	--	--	--	15.21	--	--	--
PIJE	Adult	174.91	103.7	--	--	--	--	9.99	--	--	--
PIJE	Adult	263.5	168.94	--	--	--	--	6.7	--	--	--
PIJE	Adult	286.12	292.34	--	--	--	--	28.14	--	--	--
PIJE	Adult	17.46	78.83	--	--	--	--	32.0	--	--	--
PIJE	Adult	99.57	188.83	--	--	--	--	42.94	--	--	--
PIJE	Adult	120.58	174.71	--	--	--	--	0.57	--	--	--
PIJE	Adult	256.27	64.64	--	--	--	--	12.98	--	--	--
PIJE	Adult	261.54	292.46	--	--	--	--	2.02	--	--	--
PIJE	Adult	63.54	283.2	--	--	--	--	28.22	--	--	--
PIJE	Adult	290.38	179.63	--	--	--	--	2.21	--	--	--
PIJE	Adult	276.58	189.11	--	--	--	--	17.02	--	--	--
PIJE	Adult	257.3	282.48	--	--	--	--	26.53	--	--	--
PIJE	Adult	74.86	247.77	--	--	--	--	24.16	--	--	--
PIJE	Adult	286.81	133.08	--	--	--	--	1.8	--	--	--
PIJE	Adult	32.13	121.29	--	--	--	--	11.76	--	--	--
PIJE	Adult	225.59	91.13	--	--	--	--	3.84	--	--	--
PIJE	Adult	183.22	244.85	--	--	--	--	14.18	--	--	--
PIJE	Adult	8.92	161.17	--	--	--	--	4.88	--	--	--
PIJE	Adult	223.23	276.79	--	--	--	--	18.36	--	--	--
PIJE	Adult	269.51	216.87	--	--	--	--	4.25	--	--	--
PIJE	Adult	205.25	66.91	--	--	--	--	56.2	--	--	--
PIJE	Adult	155.73	174.6	--	--	--	--	12.74	--	--	--
PIJE	Adult	144.95	209.11	--	--	--	--	7.45	--	--	--
PIJE	Adult	209.29	65.84	--	--	--	--	17.43	--	--	--
PIJE	Adult	70.17	99.07	--	--	--	--	7.04	--	--	--
PIJE	Adult	236.82	128.42	--	--	--	--	11.29	--	--	--
PIJE	Adult	55.76	146.39	--	--	--	--	2.44	--	--	--
PIJE	Adult	97.39	173.35	--	--	--	--	5.8	--	--	--
PIJE	Adult	12.77	248.03	--	--	--	--	19.06	--	--	--
PIJE	Adult	10.2	268.49	--	--	--	--	13.38	--	--	--
PIJE	Adult	279.97	253.89	--	--	--	--	127.84	--	--	--
PIJE	Adult	228.45	167.92	--	--	--	--	1.46	--	--	--
PIJE	Adult	194.23	208.54	--	--	--	--	2.75	--	--	--
PIJE	Adult	286.11	184.79	--	--	--	--	23.38	--	--	--
PIJE	Adult	45.48	67.53	--	--	--	--	27.05	--	--	--
PIJE	Adult	239.75	28.86	--	--	--	--	20.29	--	--	--
PIJE	Adult	165.66	74.73	--	--	--	--	8.85	--	--	--
PIJE	Adult	263.15	242.49	--	--	--	--	12.62	--	--	--
PIJE	Adult	256.87	146.5	--	--	--	--	107.66	--	--	--
PIJE	Adult	263.04	227.78	--	--	--	--	90.94	--	--	--
PIJE	Adult	107.11	79.03	--	--	--	--	10.76	--	--	--
PIJE	Adult	161.39	150.72	--	--	--	--	26.58	--	--	--
PIJE	Adult	195.83	289.41	--	--	--	--	1.25	--	--	--
PIJE	Adult	259.22	24.28	--	--	--	--	1.44	--	--	--
PIJE	Adult	259.79	30.51	--	--	--	--	38.16	--	--	--
PIJE	Adult	220.8	141.21	--	--	--	--	6.54	--	--	--
PIJE	Adult	299.78	37.69	--	--	--	--	10.88	--	--	--
PIJE	Adult	21.87	106.58	--	--	--	--	97.35	--	--	--
PIJE	Adult	155.71	222.62	--	--	--	--	5.54	--	--	--
PIJE	Adult	280.75	75.29	--	--	--	--	74.58	--	--	--
PIJE	Adult	242.46	186.91	--	--	--	--	115.67	--	--	--
PIJE	Adult	57.41	66.01	--	--	--	--	3.05	--	--	--
PIJE	Adult	21.65	152.65	--	--	--	--	20.25	--	--	--
PIJE	Adult	217.09	119.08	--	--	--	--	20.47	--	--	--
PIJE	Adult	118.96	288.25	--	--	--	--	3.12	--	--	--
PIJE	Adult	204.44	267.67	--	--	--	--	156.46	--	--	--
PIJE	Adult	150.15	193.76	--	--	--	--	27.48	--	--	--
PIJE	Adult	14.43	149.77	--	--	--	--	7.59	--	--	--
PIJE	Adult	169.33	67.73	--	--	--	--	41.48	--	--	--
PIJE	Adult	195.87	271.07	--	--	--	--	5.46	--	--	--
PIJE	Adult	65.81	115.33	--	--	--	--	6.69	--	--	--
PIJE	Adult	84.62	256.23	--	--	--	--	24.86	--	--	--
PIJE	Adult	229.76	271.88	--	--	--	--	8.46	--	--	--
PIJE	Adult	114.47	63.82	--	--	--	--	5.77	--	--	--
PIJE	Adult	70.2	53.97	--	--	--	--	3.98	--	--	--
PIJE	Adult	152.68	110.08	--	--	--	--	23.58	--	--	--
PIJE	Adult	5.32	272.65	--	--	--	--	49.79	--	--	--
PIJE	Adult	217.04	256.91	--	--	--	--	10.87	--	--	--
PIJE	Adult	289.68	247.91	--	--	--	--	17.68	--	--	--
PIJE	Adult	253.46	147.33	--	--	--	--	15.02	--	--	--
PIJE	Adult	281.77	209.88	--	--	--	--	37.37	--	--	--
PIJE	Adult	25.46	122.11	--	--	--	--	73.17	--	--	--
PIJE	Adult	64.84	217.83	--	--	--	--	6.1	--	--	--
PIJE	Adult	287.66	247.36	--	--	--	--	1.91	--	--	--
PIJE	Adult	186.94	56.92	--	--	--	--	55.24	--	--	--
PIJE	Adult	176.82	162.14	--	--	--	--	5.96	--	--	--
PIJE	Adult	272.48	49.65	--	--	--	--	20.35	--	--	--
PIJE	Adult	118.17	173.33	--	--	--	--	27.23	--	--	--
PIJE	Adult	185.59	190.1	--	--	--	--	66.37	--	--	--
PIJE	Adult	101.58	116.86	--	--	--	--	11.08	--	--	--
PIJE	Adult	32.37	134.53	--	--	--	--	5.59	--	--	--
PIJE	Adult	103.6	83.92	--	--	--	--	5.91	--	--	--
PIJE	Adult	84.7	112.89	--	--	--	--	5.92	--	--	--
PIJE	Adult	286.32	194.76	--	--	--	--	13.51	--	--	--
PIJE	Adult	168.17	280.73	--	--	--	--	177.64	--	--	--
PIJE	Adult	237.9	281.86	--	--	--	--	57.54	--	--	--
PIJE	Adult	280.34	47.46	--	--	--	--	48.66	--	--	--
PIJE	Adult	65.86	298.17	--	--	--	--	1.42	--	--	--
PIJE	Adult	257.1	72.99	--	--	--	--	45.68	--	--	--
PIJE	Adult	261.4	43.01	--	--	--	--	7.5	--	--	--
PIJE	Adult	106.25	220.39	--	--	--	--	41.89	--	--	--
PIJE	Adult	140.38	93.4	--	--	--	--	183.84	--	--	--
PIJE	Adult	173.29	117.12	--	--	--	--	8.8	--	--	--
PIJE	Adult	201.45	141.09	--	--	--	--	31.94	--	--	--
PIJE	Adult	98.83	94.28	--	--	--	--	18.38	--	--	--
PIJE	Adult	221.95	95.93	--	--	--	--	11.87	--	--	--
PIJE	Adult	127.65	101.48	--	--	--	--	5.75	--	--	--
PIJE	Adult	77.54	159.94	--	--	--	--	7.2	--	--	--
PIJE	Adult	198.86	61.25	--	--	--	--	26.12	--	--	--
PIJE	Adult	112.1	231.13	--	--	--	--	47.69	--	--	--
PIJE	Adult	154.81	277.15	--	--	--	--	7.46	--	--	--
PIJE	Adult	219.56	28.47	--	--	--	--	6.76	--	--	--
PIJE	Adult	1.57	126.32	--	--	--	--	115.52	--	--	--
PIJE	Adult	204.58	175.67	--	--	--	--	43.65	--	--	--
PIJE	Adult	110.7	86.49	--	--	--	--	12.05	--	--	--
PIJE	Adult	172.34	62.08	--	--	--	--	14.74	--	--	--
PIJE	Adult	131.82	180.54	--	--	--	--	6.56	--	--	--
PIJE	Adult	232.3	46.92	--	--	--	--	9.0	--	--	--
PIJE	Adult	297.51	17.58	--	--	--	--	3.4	--	--	--
PIJE	Adult	178.3	188.41	--	--	--	--	28.64	--	--	--
PIJE	Adult	111.8	124.44	--	--	--	--	10.57	--	--	--
PIJE	Adult	106.07	142.22	--	--	--	--	23.07	--	--	--
PIJE	Adult	165.52	113.05	--	--	--	--	4.28	--	--	--
PIJE	Adult	194.81	117.25	--	--	--	--	57.34	--	--	--
PIJE	Adult	120.23	210.08	--	--	--	--	8.78	--	--	--
PIJE	Adult	227.62	194.26	--	--	--	--	1.69	--	--	--
PIJE	Adult	176.73	136.78	--	--	--	--	15.62	--	--	--
PIJE	Adult	233.4	236.03	--	--	--	--	0.64	--	--	--
PIJE	Adult	159.44	51.93	--	--	--	--	5.16	--	--	--
PIJE	Adult	279.1	20.16	--	--	--	--	14.71	--	--	--
PIJE	Adult	80.72	209.19	--	--	--	--	6.08	--	--	--
PIJE	Adult	230.12	19.11	--	--	--	--	55.05	--	--	--
PIJE	Adult	51.86	215.73	--	--	--	--	10.62	--	--	--
PIJE	Adult	159.95	144.85	--	--	--	--	10.95	--	--	--
PIJE	Adult	141.63	213.01	--	--	--	--	3.36	--	--	--
PIJE	Adult	181.07	161.61	--	--	--	--	13.18	--	--	--
PIJE	Adult	145.12	179.98	--	--	--	--	32.55	--	--	--
PIJE	Adult	69.74	222.57	--	--	--	--	50.46	--	--	--
PIJE	Adult	296.16	211.7	--	--	--	--	3.61	--	--	--
PIJE	Adult	203.18	225.12	--	--	--	--	32.97	--	--	--
PIJE	Adult	217.28	251.5	--	--	--	--	43.98	--	--	--
PIJE	Adult	46.07	176.65	--	--	--	--	2.97	--	--	--
PIJE	Adult	231.06	153.8	--	--	--	--	60.26	--	--	--
PIJE	Adult	174.49	173.27	--	--	--	--	3.96	--	--	--
PIJE	Adult	299.37	184.25	--	--	--	--	16.57	--	--	--
PIJE	Adult	37.21	186.9	--	--	--	--	162.2	--	--	--
PIJE	Adult	269.17	30.65	--	--	--	--	4.59	--	--	--
PIJE	Adult	134.14	130.83	--	--	--	--	143.84	--	--	--
PIJE	Adult	152.46	71.23	--	--	--	--	2.88	--	--	--
PIJE	Adult	107.46	231.04	--	--	--	--	2.04	--	--	--
PIJE	Adult	214.15	176.05	--	--	--	--	41.61	--	--	--
PIJE	Adult	218.49	190.49	--	--	--	--	34.19	--	--	--
PIJE	Adult	43.66	127.32	--	--	--	--	26.2	--	--	--
PIJE	Adult	222.51	279.96	--	--	--	--	102.38	--	--	--
PIJE	Adult	249.25	267.21	--	--	--	--	21.07	--	--	--
PIJE	Adult	27.3	182.66	--	--	--	--	41.84	--	--	--
PIJE	Adult	38.91	280.71	--	--	--	--	31.25	--	--	--
PIJE	Adult	235.96	186.83	--	--	--	--	11.78	--	--	--
PIJE	Adult	5.81	229.49	--	--	--	--	26.94	--	--	--
PIJE	Adult	28.54	75.6	--	--	--	--	55.07	--	--	--
PIJE	Adult	183.85	115.92	--	--	--	--	25.87	--	--	--
PIJE	Adult	6.74	198.54	--	--	--	--	65.91	--	--	--
PIJE	Adult	101.59	221.22	--	--	--	--	2.18	--	--	--
PIJE	Adult	191.98	171.78	--	--	--	--	17.46	--	--	--
PIJE	Adult	285.4	172.2	--	--	--	--	8.77	--	--	--
PIJE	Adult	235.29	114.2	--	--	--	--	3.38	--	--	--
PIJE	Adult	65.99	266.89	--	--	--	--	3.03	--	--	--
PIJE	Adult	107.84	102.31	--	--	--	--	10.27	--	--	--
PIJE	Adult	2.94	264.24	--	--	--	--	35.54	--	--	--
PIJE	Adult	30.96	280.69	--	--	--	--	18.4	--	--	--
PIJE	Adult	223.69	38.91	--	--	--	--	13.63	--	--	--
PIJE	Adult	100.94	164.77	--	--	--	--	2.19	--	--	--
PIJE	Adult	280.03	235.69	--	--	--	--	16.7	--	--	--
PIJE	Adult	184.69	165.02	--	--	--	--	22.19	--	--	--
PIJE	Adult	156.26	259.02	--	--	--	--	4.47	--	--	--
PIJE	Adult	229.05	145.89	--	--	--	--	32.41	--	--	--
PIJE	Adult	275.64	166.28	--	--	--	--	6.93	--	--	--
PIJE	Adult	202.11	22.64	--	--	--	--	16.71	--	--	--
PIJE	Adult	129.48	261.46	--	--	--	--	69.25	--	--	--
PIJE	Adult	85.1	254.94	--	--	--	--	32.69	--	--	--
PIJE	Adult	14.05	269.31	--	--	--	--	12.71	--	--	--
PIJE	Adult	217.82	43.01	--	--	--	--	10.37	--	--	--
PIJE	Adult	132.83	231.16	--	--	--	--	152.04	--	--	--
PIJE	Adult	152.0	245.18	--	--	--	--	60.76	--	--	--
PIJE	Adult	212.55	292.38	--	--	--	--	72.25	--	--	--
PIJE	Adult	81.32	219.1	--	--	--	--	2.84	--	--	--
PIJE	Adult	297.1	99.88	--	--	--	--	0.99	--	--	--
PIJE	Adult	241.32	215.18	--	--	--	--	172.62	--	--	--
PIJE	Adult	279.46	191.17	--	--	--	--	70.05	--	--	--
PIJE	Adult	178.96	286.13	--	--	--	--	23.97	--	--	--
