Tree map for parameter file C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\093015-runs\093015-EMRIDGE.xml
Species	Type	X	Y	Height	Diam10	Light	Growth	DBH	Crown Radius	Crown Depth	dead
PICO	Adult	103.123	73.329	--	--	--	--	7.578	--	--	--
PICO	Adult	87.079	90.111	--	--	--	--	2.151	--	--	--
PICO	Adult	219.727	125.598	--	--	--	--	2.123	--	--	--
PICO	Adult	251.555	264.265	--	--	--	--	8.457	--	--	--
PICO	Adult	222.483	19.707	--	--	--	--	1.809	--	--	--
PICO	Adult	38.024	193.138	--	--	--	--	7.567	--	--	--
PICO	Adult	112.057	49.258	--	--	--	--	7.821	--	--	--
PICO	Adult	241.606	102.007	--	--	--	--	8.824	--	--	--
PICO	Adult	86.97	143.43	--	--	--	--	1.828	--	--	--
PICO	Adult	116.248	199.437	--	--	--	--	8.374	--	--	--
PICO	Adult	3.02	289.308	--	--	--	--	1.856	--	--	--
